AKCIFVS2AO1K2,B0008EOB3A,5.0,1363651200
AKCIFVS2AO1K2,B000GB1R78,3.0,1357689600
AKCIFVS2AO1K2,B000VVTWB6,4.0,1377907200
AKCIFVS2AO1K2,B00170FAAW,4.0,1358294400
AKCIFVS2AO1K2,B001O9BEEW,5.0,1352678400
AKCIFVS2AO1K2,B002Q8HL60,4.0,1400284800
AKCIFVS2AO1K2,B0030CIIG8,5.0,1365897600
AKCIFVS2AO1K2,B003AZDLAI,3.0,1367193600
AKCIFVS2AO1K2,B004H7IOBY,4.0,1401753600
AKCIFVS2AO1K2,B004LUI520,4.0,1367884800
AKCIFVS2AO1K2,B005E1KR2Q,5.0,1375574400
AKCIFVS2AO1K2,B005FNKROQ,5.0,1355875200
AKCIFVS2AO1K2,B005GNM3V0,5.0,1347408000
AKCIFVS2AO1K2,B00604OWCM,5.0,1394409600
AKCIFVS2AO1K2,B0060GXLZO,4.0,1349049600
AKCIFVS2AO1K2,B006MJJ65S,4.0,1370131200
AKCIFVS2AO1K2,B006O61XJQ,4.0,1347408000
AKCIFVS2AO1K2,B00742YLVQ,5.0,1352073600
AKCIFVS2AO1K2,B007B8YKKA,4.0,1352073600
AKCIFVS2AO1K2,B007F2I3J6,4.0,1380758400
AKCIFVS2AO1K2,B0084NJQC8,4.0,1361491200
AKCIFVS2AO1K2,B0084ZTVJY,4.0,1360627200
AKCIFVS2AO1K2,B0084ZTVSU,5.0,1361404800
AKCIFVS2AO1K2,B0084ZU5TY,5.0,1362614400
AKCIFVS2AO1K2,B0088A516C,4.0,1367452800
AKCIFVS2AO1K2,B0089TZ89M,4.0,1365120000
AKCIFVS2AO1K2,B008DWNQIU,5.0,1392422400
AKCIFVS2AO1K2,B008RKOL8W,5.0,1365552000
AKCIFVS2AO1K2,B008RKPIP2,5.0,1402272000
AKCIFVS2AO1K2,B0091E2CC0,5.0,1367280000
A1T50Z3M99VIRR,B0002IC652,4.0,1381363200
A1T50Z3M99VIRR,B002OKNRE0,4.0,1382659200
A1T50Z3M99VIRR,B006L6LC2W,4.0,1382486400
A1T50Z3M99VIRR,B007K3K8KM,5.0,1387324800
A1T50Z3M99VIRR,B007KFSCOO,4.0,1378598400
A1T50Z3M99VIRR,B007X23Y60,5.0,1382486400
A1T50Z3M99VIRR,B008YWFATM,5.0,1382054400
A1T50Z3M99VIRR,B0094K14TI,4.0,1381363200
A1T50Z3M99VIRR,B00966TL0Y,5.0,1378944000
A1T50Z3M99VIRR,B0098IE8VC,5.0,1381363200
A1T50Z3M99VIRR,B009ERMTXG,5.0,1382659200
A1T50Z3M99VIRR,B009ERMVAW,5.0,1382054400
A1T50Z3M99VIRR,B009MHI2T8,5.0,1381363200
A1T50Z3M99VIRR,B009RJVVU8,5.0,1382659200
A1T50Z3M99VIRR,B009VZVDE2,5.0,1387324800
A1T50Z3M99VIRR,B009VZVNBA,5.0,1387324800
A1T50Z3M99VIRR,B009VZVRIO,5.0,1387324800
A1T50Z3M99VIRR,B009VZVXME,5.0,1387324800
A1T50Z3M99VIRR,B009VZVY50,5.0,1384819200
A1T50Z3M99VIRR,B00A21JZAS,4.0,1384819200
A1T50Z3M99VIRR,B00AO9UKDO,5.0,1380585600
A1T50Z3M99VIRR,B00AOBBFI6,5.0,1380585600
A1T50Z3M99VIRR,B00AP5CM4M,4.0,1387324800
A1T50Z3M99VIRR,B00AY9NUM2,5.0,1382054400
A1T50Z3M99VIRR,B00B1AGPDY,5.0,1384473600
A1T50Z3M99VIRR,B00B1AGPXE,2.0,1382659200
A1T50Z3M99VIRR,B00B4A2GDE,3.0,1384473600
A1T50Z3M99VIRR,B00B4BAZCM,3.0,1381363200
A1T50Z3M99VIRR,B00B5S17B2,3.0,1384473600
