A2HWNX3Q18JZER,B0002OPR2A,5.0,1371686400
A2HWNX3Q18JZER,B001E5CZJE,3.0,1371686400
A2HWNX3Q18JZER,B003ES5IFC,5.0,1371686400
A2HWNX3Q18JZER,B003MZ0CLC,2.0,1354320000
A2HWNX3Q18JZER,B0057DWD2S,1.0,1391040000
A2HWNX3Q18JZER,B005DRJBLY,2.0,1371686400
A2HWNX3Q18JZER,B005EP3QMK,2.0,1356480000
A2HWNX3Q18JZER,B005OLC0OY,2.0,1378512000
A2HWNX3Q18JZER,B00627FPG4,3.0,1374883200
A2HWNX3Q18JZER,B006QX9KNI,3.0,1354147200
A2HWNX3Q18JZER,B006VG03G8,2.0,1356480000
A2HWNX3Q18JZER,B006VYNME0,2.0,1378512000
A2HWNX3Q18JZER,B007JFBEYA,5.0,1373673600
A2HWNX3Q18JZER,B007M858RS,4.0,1372118400
A2HWNX3Q18JZER,B007T0I560,4.0,1391904000
A2HWNX3Q18JZER,B007UPMVMS,3.0,1398556800
A2HWNX3Q18JZER,B007ZOLQGG,3.0,1370390400
A2HWNX3Q18JZER,B0085PAF7U,4.0,1375833600
A2HWNX3Q18JZER,B00860JK8Y,3.0,1379635200
A2HWNX3Q18JZER,B0088W0UC0,5.0,1354147200
A2HWNX3Q18JZER,B0088W5DCM,5.0,1354147200
A2HWNX3Q18JZER,B0088W5MB4,2.0,1378252800
A2HWNX3Q18JZER,B00899HZGG,2.0,1373500800
A2HWNX3Q18JZER,B008CEOWNW,4.0,1379635200
A2HWNX3Q18JZER,B008FGSVY8,2.0,1379635200
A2HWNX3Q18JZER,B008G3TEHI,4.0,1356566400
A2HWNX3Q18JZER,B008H1NJDE,5.0,1375833600
A2HWNX3Q18JZER,B008JAESR4,3.0,1373673600
A2HWNX3Q18JZER,B008LTR8MU,4.0,1354147200
A2HWNX3Q18JZER,B008TQRNCU,1.0,1404604800
A2HWNX3Q18JZER,B008U35AY0,2.0,1371686400
A2HWNX3Q18JZER,B008X5LUM6,3.0,1356566400
A2HWNX3Q18JZER,B00937V62M,4.0,1373673600
A2HWNX3Q18JZER,B009CTU0A0,4.0,1370390400
A2HWNX3Q18JZER,B009F7KVGW,2.0,1359072000
A2HWNX3Q18JZER,B009F7NZ42,2.0,1375833600
A2HWNX3Q18JZER,B009II9WDG,4.0,1380931200
A2HWNX3Q18JZER,B009OXZ7CA,5.0,1372118400
A2HWNX3Q18JZER,B009URG4BI,5.0,1405296000
A2HWNX3Q18JZER,B00A6WCSQ6,5.0,1404950400
A2HWNX3Q18JZER,B00A8GR17G,3.0,1398556800
A2HWNX3Q18JZER,B00AGBBZ5W,4.0,1375833600
A2HWNX3Q18JZER,B00AREQQKW,2.0,1375401600
A2HWNX3Q18JZER,B00AS13TI6,5.0,1375833600
A2HWNX3Q18JZER,B00B1EVIXM,4.0,1375833600
A2HWNX3Q18JZER,B00B1OBY9A,4.0,1379635200
A2HWNX3Q18JZER,B00B3PYZW0,4.0,1372118400
A2HWNX3Q18JZER,B00B3VBJG4,3.0,1372118400
A2HWNX3Q18JZER,B00B9HI2BW,5.0,1372118400
A2HWNX3Q18JZER,B00BAW3VUS,1.0,1373500800
A2HWNX3Q18JZER,B00BM2JQM8,3.0,1399852800
A2HWNX3Q18JZER,B00BP1I5VY,4.0,1380931200
A2HWNX3Q18JZER,B00BVWRXF6,4.0,1373673600
A2HWNX3Q18JZER,B00CAI4MTA,5.0,1375833600
A2HWNX3Q18JZER,B00CBDHDYA,2.0,1378252800
A2HWNX3Q18JZER,B00CKIL8R4,4.0,1378252800
A2HWNX3Q18JZER,B00CL8DFD8,2.0,1372118400
A2HWNX3Q18JZER,B00CR90HQY,5.0,1375833600
A2HWNX3Q18JZER,B00CRXY4DC,1.0,1374883200
A2HWNX3Q18JZER,B00CV1V6TK,1.0,1379376000
A2HWNX3Q18JZER,B00D6FYUL6,4.0,1398038400
A2HWNX3Q18JZER,B00DZKX7HA,4.0,1399852800
A2HWNX3Q18JZER,B00DZKX91E,4.0,1399852800
A2HWNX3Q18JZER,B00EKJFHJG,5.0,1404604800
A2HWNX3Q18JZER,B00ELZXPFM,5.0,1399852800
A2HWNX3Q18JZER,B00EWJ8VLK,3.0,1398556800
A2HWNX3Q18JZER,B00EYY9ISI,3.0,1398556800
A2HWNX3Q18JZER,B00FZNBGA0,4.0,1399852800
A2HWNX3Q18JZER,B00GTMJ4IM,4.0,1398556800
A2HWNX3Q18JZER,B00GYXZ872,5.0,1399852800
A2HWNX3Q18JZER,B00HV7HNN2,3.0,1398556800
AQVU2X4NK5V31,B000G76L64,5.0,1392422400
AQVU2X4NK5V31,B000V2BNK8,5.0,1378080000
AQVU2X4NK5V31,B000Y03GGQ,5.0,1392422400
AQVU2X4NK5V31,B001I3CUEM,5.0,1382832000
AQVU2X4NK5V31,B002B564S4,5.0,1392422400
AQVU2X4NK5V31,B002MD030U,5.0,1372032000
AQVU2X4NK5V31,B002MRQE6I,5.0,1382832000
AQVU2X4NK5V31,B002XY5WGI,5.0,1372032000
AQVU2X4NK5V31,B0031QP6V8,4.0,1368144000
AQVU2X4NK5V31,B003L5BWF8,5.0,1367020800
AQVU2X4NK5V31,B003VCFEQE,5.0,1368489600
AQVU2X4NK5V31,B003XIHWV6,5.0,1368144000
AQVU2X4NK5V31,B003XIHXCO,5.0,1368144000
AQVU2X4NK5V31,B004AG6MFW,5.0,1367020800
AQVU2X4NK5V31,B004JKYLES,5.0,1382832000
AQVU2X4NK5V31,B004L4B7HG,3.0,1368144000
AQVU2X4NK5V31,B0058CKSA2,5.0,1368144000
AQVU2X4NK5V31,B005BNGZUA,5.0,1367020800
AQVU2X4NK5V31,B005FNKHVY,5.0,1367020800
AQVU2X4NK5V31,B005HERYK8,5.0,1382832000
AQVU2X4NK5V31,B005LC45VM,5.0,1368489600
AQVU2X4NK5V31,B005SYKAD0,2.0,1367452800
AQVU2X4NK5V31,B00625U2HS,5.0,1378080000
AQVU2X4NK5V31,B006QQ18QC,4.0,1367452800
AQVU2X4NK5V31,B006ZHLR5Y,3.0,1367020800
AQVU2X4NK5V31,B006ZHMKNM,3.0,1367020800
AQVU2X4NK5V31,B007415ADU,5.0,1378080000
AQVU2X4NK5V31,B0079UR73W,4.0,1368144000
AQVU2X4NK5V31,B007TO0KGE,5.0,1382832000
