AKCIFVS2AO1K2,B0008EOB3A,5.0,1363651200
AKCIFVS2AO1K2,B000GB1R78,3.0,1357689600
AKCIFVS2AO1K2,B000VVTWB6,4.0,1377907200
AKCIFVS2AO1K2,B00170FAAW,4.0,1358294400
AKCIFVS2AO1K2,B001O9BEEW,5.0,1352678400
AKCIFVS2AO1K2,B002Q8HL60,4.0,1400284800
AKCIFVS2AO1K2,B0030CIIG8,5.0,1365897600
AKCIFVS2AO1K2,B003AZDLAI,3.0,1367193600
AKCIFVS2AO1K2,B004H7IOBY,4.0,1401753600
AKCIFVS2AO1K2,B004LUI520,4.0,1367884800
A1T50Z3M99VIRR,B0002IC652,4.0,1381363200
A1T50Z3M99VIRR,B002OKNRE0,4.0,1382659200
A1T50Z3M99VIRR,B006L6LC2W,4.0,1382486400
A1T50Z3M99VIRR,B007K3K8KM,5.0,1387324800
A1T50Z3M99VIRR,B007KFSCOO,4.0,1378598400
A1T50Z3M99VIRR,B007X23Y60,5.0,1382486400
A1T50Z3M99VIRR,B008YWFATM,5.0,1382054400
A1T50Z3M99VIRR,B0094K14TI,4.0,1381363200
A1T50Z3M99VIRR,B00966TL0Y,5.0,1378944000
A1T50Z3M99VIRR,B0098IE8VC,5.0,1381363200
A5QYTKDEGFCL9,B0006GN9AG,5.0,1323734400
A5QYTKDEGFCL9,B00075U5IA,5.0,1345334400
A5QYTKDEGFCL9,B000820YD8,4.0,1339459200
A5QYTKDEGFCL9,B000GGQ9IU,5.0,1286496000
A5QYTKDEGFCL9,B000WYL6YS,5.0,1313366400
A5QYTKDEGFCL9,B001675LZK,5.0,1306281600
A5QYTKDEGFCL9,B0016FZ1RU,5.0,1305504000
A5QYTKDEGFCL9,B0019MBGBA,5.0,1322179200
A5QYTKDEGFCL9,B001CO99EG,5.0,1323734400
A5QYTKDEGFCL9,B001F0PTLE,3.0,1325635200
A1U0QFWM1ONURK,B000MMD562,5.0,1383091200
A1U0QFWM1ONURK,B003UGTKWA,3.0,1383523200
A1U0QFWM1ONURK,B004B79H1Q,4.0,1383782400
A1U0QFWM1ONURK,B004OP0M9Q,5.0,1383782400
A1U0QFWM1ONURK,B005J7JULO,5.0,1383004800
A1U0QFWM1ONURK,B005LA6FVW,5.0,1383955200
A1U0QFWM1ONURK,B005LRYCIS,5.0,1383436800
A1U0QFWM1ONURK,B0073YIQFC,5.0,1389139200
A1U0QFWM1ONURK,B007LO1RPU,5.0,1371945600
A1U0QFWM1ONURK,B007VHLX38,5.0,1383782400
A24PK4Q70CS0N0,B0000ZC86E,3.0,1384992000
A24PK4Q70CS0N0,B0006U3G5A,3.0,1389139200
A24PK4Q70CS0N0,B000783OEE,4.0,1384992000
A24PK4Q70CS0N0,B000783UT8,5.0,1307404800
A24PK4Q70CS0N0,B0007CKMA4,2.0,1403568000
A24PK4Q70CS0N0,B0009F9QMO,3.0,1360627200
A24PK4Q70CS0N0,B000ARTQG2,3.0,1386633600
A24PK4Q70CS0N0,B000C50MDI,1.0,1332460800
A24PK4Q70CS0N0,B000EBZ0PA,5.0,1311638400
A24PK4Q70CS0N0,B000FAFR44,4.0,1369699200
AJH7ESS9UQ99L,B0006AAS5Q,5.0,1248566400
AJH7ESS9UQ99L,B0009P66H2,5.0,1252713600
AJH7ESS9UQ99L,B0009P66MM,5.0,1199318400
AJH7ESS9UQ99L,B000BDIQPM,5.0,1264032000
AJH7ESS9UQ99L,B000CDKFC8,5.0,1192579200
AJH7ESS9UQ99L,B000EI8550,5.0,1197504000
AJH7ESS9UQ99L,B000EQTXZI,2.0,1224460800
AJH7ESS9UQ99L,B000FV8QKA,5.0,1254787200
AJH7ESS9UQ99L,B000FVALNU,5.0,1196812800
AJH7ESS9UQ99L,B000FVC5NE,4.0,1379462400
